"city","passion","loyalty","basicServ","leadership","education","safety","aesthetic","economy","socialOff","civicInv","openness","socialCap","domains","comOff","comAttach","lat","long","Year"
"Gary, IN",-5.76086449790949,-3.79137854703782,-0.082106774370942,-11.8806828618324,10.9153555629531,11.0781407251049,-1.42447342318843,-21.4555502575018,-3.06150035573218,19.7464387900709,-3.92943251617935,6.96139940655833,7.28598036849984,-0.329380411170803,-4.86608637313138,41.6,-87.34,"2010/2008"
"Grand Forks, ND",8.49456915403645,5.83630283632782,14.6136560210442,-1.65603437148282,-2.71111823358278,-0.613093588031091,17.5145372028549,9.83168863889215,9.34261908938325,5.88225064185843,-0.263841058208129,0.930056952692411,3.154004299448,6.34701780131167,7.18662053077604,47.92,-97.07,"2010/2008"
"Lexington, KY",-1.07397704066391,-0.19013332816013,11.3009640848552,-20.2890803011443,2.77331429143234,-5.17726550844692,7.17935154952318,-6.26418537743247,6.70363015696998,-0.874525834338684,-0.0699153462366411,3.68651130576258,1.19026614546591,1.27721027126076,-0.646059942965977,38.04,-84.46,"2010/2008"
"Long Beach, CA",4.42249903395347,-0.51982419251236,-0.228024071941149,-23.9610852670353,-6.01870895112559,7.97942721833498,-3.70082233200505,-19.0386444927686,-2.67860113783937,17.745376821036,-3.29109131500874,4.01329098703658,2.35387709805875,-6.3731757440621,2.01757874127193,33.79,-118.16,"2010/2008"
"Macon, GA",-9.5632150800252,-16.4079905616862,-8.08801221869815,-38.4941294648133,-3.86072424185215,-17.0951832524293,-20.4447765683463,-26.1823696516414,-13.0363318119925,-0.668332703083578,-14.6801012982145,1.12955172131363,-6.3650064632395,-16.8356350779605,-13.0217436619214,32.84,-83.66,"2010/2008"
"Miami, FL",-2.13776703118953,0.0630998035979076,1.22603863947883,-30.699200657649,-4.21623137037838,-13.2863530740057,-9.11268687892873,-10.8942866015821,-1.64394245018013,16.4474407285356,-1.81980905313895,4.81122670913207,2.90464860089156,-8.43201408709628,-1.13426014783815,25.78,-80.21,"2010/2008"
"Milledgeville, GA",-7.33955381368078,-13.2545614167923,-5.67359204822904,-5.3933287106853,11.0880182249604,-10.9692464155461,5.57613696669679,-49.8977450885246,-9.22114179464299,13.0611488364356,-5.65360077706383,-4.21146762216911,-0.438232232246776,-7.66506009346475,-10.2470439681805,33.08,-83.2322,"2010/2008"
"Myrtle Beach, SC",-4.34441815939289,-5.02284018409779,19.556896843055,-36.5578532846109,7.05586253482799,-12.0826268897806,4.58247035849946,-29.6320925358461,-8.92752154528385,7.60977554302735,-2.35684035632134,-1.34370748662644,-0.442932600324468,-6.13242354024499,-4.66736162389122,33.6889,-78.8869,"2010/2008"
"Palm Beach, FL",1.42809818422242,-0.223735361681491,40.684300020515,-17.2877862954434,10.2186015162511,-16.3969296021946,1.65633890581307,-15.9700872493973,-7.30640363957306,-1.65870314620315,1.31772701748241,-4.30078699298765,-1.63189827277603,-0.466861268476009,0.668638035055807,26.715,-80.0536,"2010/2008"
"Philadelphia, PA",0.0387399745930992,-1.62619214777173,7.2775460758107,-15.811608794111,-0.774130814927503,0.738103409825229,8.77995999053627,-17.1475873696025,3.79773020814073,-0.251523965179402,3.45010971199056,1.4326455681289,0.902729825794509,-0.597113711487367,-0.770329631536541,40.01,-75.13,"2010/2008"
"San Jose, CA",-2.19683565065658,-1.00075333259248,18.324439383571,-12.2233357700153,-5.6505127439935,7.66476268137902,2.87796379650793,-17.2575586535575,-0.984251622934323,7.26045653908982,-4.40318275455394,1.64445810525753,0.906158223154733,-0.893935160043625,-1.63460697838882,37.3,-121.85,"2010/2008"
"St. Paul, MN",3.22334267088746,2.43795690499327,16.0580204096876,-16.2838108927731,0.940054264291419,-0.580496224758349,9.21268237046371,-3.15971214660307,4.11424682355268,-2.42801633296752,9.80346028189562,3.10392818172667,2.86442890935763,2.47522579638446,2.84898920298527,44.9444,-93.0931,"2010/2008"
"State College, PA",5.8174520236287,6.85076765843667,31.6844387045347,36.9666760708842,8.57487773149575,-0.641156547397003,9.08807362327914,12.3539713578785,18.0437463519215,-2.52086082369001,9.90203692244653,6.27253210576278,6.3592962948056,12.8985654118526,6.30982216299248,40.79,-77.86,"2010/2008"
"Tallahassee, FL",3.16075719661393,5.13981594423385,43.439512507879,-15.1868120338151,2.45654753149178,10.2936840256804,3.15888181328981,-1.48611438738719,1.55716979778349,8.52459344071572,-2.70448041324238,0.40643930158393,3.066880401975,5.61594066725968,4.13038795011479,30.46,-84.28,"2010/2008"
"Wichita, KS",0.406894272994634,-0.244611345084849,4.12712381008262,1.22487228283048,7.99572381095905,-8.13850999101369,11.6783998229113,-32.5186825978262,1.60446023538603,-2.68803670897499,-5.69601378092328,2.41133345719649,-1.62682159736802,-2.32564641355599,0.0852440055161736,37.69,-97.34,"2010/2008"
